Region,School Name,School SPO ID,Section,Student Branch,Student Branch SPO ID,Count of SB Attendees,Count of SB Chapters/Affinity Groups,Grand Total SB Attendees
R10,Dehradun Institute Of Technology,A36203,Uttar Pradesh Section,Dehradun Institute of Technology,STB05881,14,1,14
